date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:09:54	84327/84327	---M-Z	200	added ('OK')	image/svg+xml	etag:%2214967-6686bd32-cc88aa93ed97150e;gz%22	https://mmservicinginc.com/assets/fonts/fontello-icons/fontello-font/fontelloeeb8eeb8.svg?67486647	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/assets/fonts/fontello-icons/fontello-font/fontelloeeb8eeb8eeb8.svg	(from https://mmservicinginc.com/assets/fonts/fontello-icons/fontello.css)
04:09:54	7142/7142	---M--	200	added ('OK')	image/png	etag:%221be6-6686bd32-a0aaa5d85c421ec8;;;%22	https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_444444_256x240.png	(from https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/jquery-ui.min.css)
04:09:55	7126/7126	---M--	200	added ('OK')	image/png	etag:%221bd6-6686bd32-513c94fdebdf2d39;;;%22	https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_555555_256x240.png	(from https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/jquery-ui.min.css)
04:09:55	6539/6539	---M--	200	added ('OK')	image/png	etag:%22198b-6686bd32-597e53e1091d1d66;;;%22	https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_ffffff_256x240.png	(from https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/jquery-ui.min.css)
04:09:55	4670/4670	---M--	200	added ('OK')	image/png	etag:%22123e-6686bd32-21f34957b861ff61;;;%22	https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_777620_256x240.png	(from https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/jquery-ui.min.css)
04:09:56	4670/4670	---M--	200	added ('OK')	image/png	etag:%22123e-6686bd32-e3fb952c51b6731;;;%22	https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_cc0000_256x240.png	(from https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/jquery-ui.min.css)
04:09:56	7163/7163	---M--	200	added ('OK')	image/png	etag:%221bfb-6686bd32-db14952843d2781d;;;%22	https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/images/ui-icons_777777_256x240.png	(from https://mmservicinginc.com/assets/libs/jquery-ui/dist/themes/base/jquery-ui.min.css)
04:09:57	60352/60352	---M-Z	200	added ('OK')	text/css	etag:%22ebc0-6686bd32-213f199a29464b5;gz%22	https://mmservicinginc.com/assets/font-awesome/5.15.3/css/all.min.css	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/assets/font-awesome/5.15.3/css/all.min.css	(from https://mmservicinginc.com/assets/css/theme.min.css)
04:09:57	12324/12324	---M--	200	added ('OK')	font/woff2	etag:%223024-6686bd32-ba4205bd0ab4d3c;;;%22	https://mmservicinginc.com/assets/fonts/Roobert-Light.lite.woff2	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/assets/fonts/Roobert-Light.lite.woff2	(from https://mmservicinginc.com/)
04:09:59	54294/54294	---M-Z	200	added ('OK')	text/html	etag:%22d416-6687acb2-f8e90fe9891c743d;gz%22	https://mmservicinginc.com/index.html	C:/My%20Web%20Sites/NEWNN/mmservicinginc.com/index-3.html	(from https://mmservicinginc.com/index-2.html)
